1396206479795146189,80,0.38665083,0.3856551,0.5949135,0.5897875,
1396206479814433298,-108,0.3872095,0.38634858,0.5945345,0.58934903,
1396206479834696970,-37,0.38662305,0.38625965,0.5947428,0.58958215,
1396206479854685984,-48,0.38563406,0.3855988,0.5951332,0.59026814,
1396206479874797068,-62,0.3858235,0.38498008,0.5951544,0.5905267,
1396206479895030222,111,0.38799942,0.38449815,0.59463114,0.5899419,
1396206479915141306,-11,0.3911701,0.38406608,0.5938985,0.58886653,
1396206479935313425,-72,0.39349642,0.3839263,0.5935439,0.58776426,
1396206479955455027,-96,0.3942704,0.38407356,0.59376687,0.5869236,
1396206479975596628,-5,0.39418742,0.38420707,0.5941673,0.5864865,
1396206479995738230,39,0.3941411,0.38410974,0.59434867,0.5863976,
1396206480015849314,-91,0.3949864,0.3838532,0.59423184,0.5861152,
1396206480035990915,40,0.3965223,0.38378665,0.593921,0.58543634,
1396206480056132517,8,0.39786306,0.38414428,0.5934863,0.58473253,
1396206480076274118,-57,0.39892137,0.38482785,0.5928625,0.5841946,
1396206480096385202,80,0.39988497,0.38621587,0.59194815,0.58354664,
1396206480116587839,-126,0.40036583,0.3882354,0.5909748,0.582863,
1396206480136729441,66,0.4003925,0.3900332,0.590363,0.58226407,
1396206480157017512,-58,0.40042704,0.39077836,0.59042567,0.58167684,
1396206480177159114,-44,0.40059376,0.39047995,0.5910648,0.5811131,
1396206480197300715,43,0.40055683,0.39009103,0.5917311,0.58072156,
1396206480217442317,76,0.40071866,0.39012748,0.5918351,0.5804794,
1396206480237583919,58,0.4018416,0.39038146,0.591326,0.58005106,
1396206480257725520,-77,0.40366364,0.39060774,0.5906012,0.57937163,
1396206480277867122,-25,0.40522817,0.39071003,0.58993757,0.57888645,
1396206480298008723,89,0.40598843,0.39091182,0.58951384,0.5786491,
1396206480318150325,98,0.40589866,0.3913947,0.5895093,0.57839024,
1396206480338291926,-107,0.40572292,0.3925206,0.58935755,0.577905,
1396206480358433528,-70,0.4060249,0.3942141,0.58868957,0.57722056,
1396206480378575129,-52,0.4065928,0.39588097,0.5878204,0.5765655,
1396206480398716731,-31,0.40706,0.39733684,0.58699167,0.5760785,
1396206480418858333,31,0.40719703,0.39858076,0.5864086,0.57571596,
1396206480439305110,-22,0.40685192,0.39951771,0.5862683,0.5754534,
1396206480459141536,-119,0.40599453,0.39980897,0.58669955,0.5754171,
1396206480479283137,-47,0.4049386,0.39948913,0.58749276,0.575574,
1396206480499424739,98,0.40417922,0.3991826,0.58823013,0.57556736,
1396206480519566340,-70,0.40396622,0.39935496,0.5886422,0.5751759,
1396206480539982600,22,0.4041418,0.39995888,0.5886428,0.57463205,
1396206480559849544,-22,0.40425262,0.40062752,0.58842725,0.574309,
1396206480579991145,-54,0.40406382,0.4010244,0.5883927,0.5742003,
1396206480600132747,-115,0.4035943,0.40122262,0.58865774,0.57412034,
1396206480620213313,100,0.40355173,0.40156204,0.58885944,0.5737059,
1396206480640385432,-20,0.4042211,0.4020743,0.5886372,0.57310367,
1396206480660527034,-38,0.4049305,0.40247336,0.5882045,0.5727669,
1396206480680668635,-94,0.40461364,0.40275094,0.5880278,0.5729772,
1396206480701603694,-30,0.40313813,0.40302292,0.5881816,0.57366765,
1396206480720982356,17,0.4018364,0.40340605,0.58825606,0.574235,
1396206480741123958,-40,0.40142956,0.40383214,0.5881554,0.5743232,
1396206480761265559,73,0.401622,0.4043403,0.58780235,0.5741926,
1396206480781407161,24,0.40185782,0.4047736,0.58743507,0.5740981,
1396206480801548762,121,0.40184402,0.4048106,0.58751774,0.5739971,
1396206480821659846,-79,0.40143782,0.40443873,0.58801824,0.57403094,
1396206480841801448,19,0.40088424,0.40417987,0.588434,0.5741741,
1396206480861943049,-87,0.40047604,0.40415046,0.58854467,0.57436615,
1396206480882084651,-71,0.4005681,0.40411055,0.58831483,0.5745655,
1396206480903050227,125,0.4012328,0.40397313,0.5879746,0.57454664,
