1394397624931995916,0,-0.023849487,0.030029297,0.016021729,0.006134033,0.008880615,0.010314941,
1394397624952137518,0,0.047546387,0.10354614,0.037490845,0.006134033,0.008880615,0.010314941,
1394397624972279120,0,0.057357788,0.09146118,0.03147888,0.006134033,0.008880615,0.010314941,
1394397624992420721,0,0.035003662,0.07583618,0.035324097,0.006134033,0.008880615,0.010314941,
1394397625012562323,0,0.012939453,0.054733276,0.028884888,0.006134033,0.008880615,0.010314941,
1394397625032703924,0,-0.012908936,0.045578003,0.02192688,0.006134033,0.008880615,0.010314941,
1394397625052845526,0,-0.011749268,0.0874939,0.056777954,0.006134033,0.008880615,0.010314941,
1394397625072987127,0,-0.0012664795,0.10421753,0.07522583,0.006134033,0.008880615,0.010314941,
1394397625093128729,0,0.0146484375,0.11819458,0.07939148,0.006134033,0.008880615,0.010314941,
1394397625113270330,0,-0.0057373047,0.08569336,0.050735474,0.006134033,0.008880615,0.010314941,
1394397625133411932,0,-0.006286621,0.04269409,0.0038604736,0.006134033,0.008880615,0.010314941,
1394397625153553534,0,0.024520874,-0.0019378662,-0.021408081,0.006134033,0.008880615,0.010314941,
1394397625173695135,0,0.0066070557,-0.0020141602,-0.006439209,0.006134033,0.008880615,0.010314941,
1394397625193836737,0,-0.02947998,0.036361694,0.002456665,0.006134033,0.008880615,0.010314941,
1394397625213978338,0,-0.060516357,0.048339844,-0.013412476,0.006134033,0.008880615,0.010314941,
1394397625234119940,0,-0.05406189,0.0284729,-0.02519226,0.006134033,0.008880615,0.010314941,
1394397625254261541,0,-0.052124023,0.07266235,-0.0020446777,0.006134033,0.008880615,0.010314941,
1394397625274403143,0,-0.056503296,0.11872864,-0.0045776367,0.006134033,0.008880615,0.010314941,
1394397625294544745,0,-0.11099243,0.09263611,-0.02999878,0.006134033,0.008880615,0.010314941,
1394397625314686346,0,-0.13917542,0.06161499,-0.04547119,0.006134033,0.008880615,0.010314941,
1394397625334827948,0,-0.13667297,0.086517334,-0.031677246,0.006134033,0.008880615,0.010314941,
1394397625354969549,0,-0.11961365,0.11286926,-0.0152282715,0.006134033,0.008880615,0.010314941,
1394397625375111151,0,-0.08300781,0.106414795,-0.012008667,0.006134033,0.008880615,0.010314941,
1394397625395252752,0,-0.017166138,0.10334778,-0.0231781,0.006134033,0.008880615,0.010314941,
1394397625415394354,0,0.08180237,0.14324951,0.0043945313,0.006134033,0.008880615,0.010314941,
1394397625435535955,0,0.18537903,0.15718079,0.040618896,0.006134033,0.008880615,0.010314941,
1394397625455677557,0,0.22711182,0.1483612,0.048294067,0.006134033,0.008880615,0.010314941,
1394397625475819159,0,0.2336731,0.15536499,0.05265808,0.006134033,0.008880615,0.010314941,
1394397625495960760,0,0.2566223,0.1250763,0.060775757,0.006134033,0.008880615,0.010314941,
1394397625516102362,0,0.26730347,0.06614685,0.05883789,0.006134033,0.008880615,0.010314941,
1394397625536243963,0,0.22720337,0.006164551,0.04425049,0.006134033,0.008880615,0.010314941,
