1396206633103161445,0,17.0,0.0,0.0,
1396206633257513629,0,15.0,0.0,0.0,
1396206633405371295,0,16.0,0.0,0.0,
1396206633559149371,0,14.0,0.0,0.0,
1396206633706549273,0,11.0,0.0,0.0,
1396206633861822711,0,7.0,0.0,0.0,
1396206634163318615,0,6.0,0.0,0.0,
1396206635070331554,0,7.0,0.0,0.0,
1396206635372089367,0,9.0,0.0,0.0,
1396206635520343762,0,10.0,0.0,0.0,
1396206635976575623,0,8.0,0.0,0.0,
1396206636124738465,0,7.0,0.0,0.0,
1396206636883081993,0,9.0,0.0,0.0,
1396206637029657921,0,11.0,0.0,0.0,
1396206637185053429,0,9.0,0.0,0.0,
1396206637333246788,0,10.0,0.0,0.0,
1396206637487330040,0,8.0,0.0,0.0,
1396206637635340294,0,7.0,0.0,0.0,
1396206638091786275,0,8.0,0.0,0.0,
1396206638541096577,0,9.0,0.0,0.0,
1396206638998110005,0,10.0,0.0,0.0,
1396206639300569722,0,11.0,0.0,0.0,
1396206639602297017,0,8.0,0.0,0.0,
1396206640206545064,0,9.0,0.0,0.0,
1396206640509120838,0,8.0,0.0,0.0,
1396206640811244861,0,7.0,0.0,0.0,
1396206641415139467,0,8.0,0.0,0.0,
1396206641717751772,0,10.0,0.0,0.0,
1396206641864114077,0,12.0,0.0,0.0,
1396206642019204409,0,11.0,0.0,0.0,
1396206642166787416,0,13.0,0.0,0.0,
