948347717287,121,0.578441,-0.10989411,0.794156,
948357757570,4,0.57849234,-0.10854613,0.79441404,
948367797853,17,0.5782964,-0.10708167,0.7949224,
948387817384,-97,0.5782252,-0.10564341,0.7953429,
948397827150,121,0.578626,-0.10447635,0.7953708,
948417877199,-68,0.57918113,-0.1034581,0.7952474,
948427886964,13,0.57988507,-0.1026296,0.79498225,
948437896730,-107,0.5806332,-0.10196473,0.79465234,
948447906496,64,0.5814318,-0.101400696,0.7942498,
948457946779,-95,0.5822583,-0.100983,0.79378295,
948467956544,-68,0.58299315,-0.10065546,0.7933402,
948478179933,88,0.5835996,-0.10040074,0.79295355,
948488220216,110,0.58411044,-0.10022575,0.7925989,
948498229982,-83,0.5846027,-0.100142114,0.7922283,
948508209230,93,0.5852466,-0.100116685,0.7917306,
948518066408,-87,0.5860419,-0.10002994,0.79111326,
948528045656,-95,0.5871149,-0.09987019,0.7902687,
948538085939,85,0.58863854,-0.09971641,0.7890661,
948548065187,73,0.59042335,-0.09948487,0.78765625,
948558105470,96,0.59198666,-0.09905955,0.7864339,
948568145753,-51,0.5930679,-0.09850496,0.7855791,
948578125002,-46,0.5938053,-0.09808484,0.7849596,
948588195802,62,0.5931071,-0.09720155,0.78546935,
948598205568,78,0.5918635,-0.096763365,0.7863417,
948608245851,25,0.59091806,-0.097068384,0.78695166,
948618255617,-2,0.5903541,-0.097190134,0.78727406,
948628265382,-112,0.59014964,-0.09716212,0.7873188,
948638275148,-37,0.5902005,-0.097235136,0.78716683,
948648315431,-110,0.5904602,-0.097294666,0.7868562,
948658294679,97,0.59096646,-0.097436056,0.7863377,
948668304445,-122,0.59136814,-0.097823,0.78585786,
948678375245,34,0.5907426,-0.098742455,0.78610414,
948688385011,14,0.5901889,-0.09941641,0.786308,
948698364259,50,0.5903564,-0.09971484,0.7859826,
948708404542,127,0.59095705,-0.099968,0.78534997,
948718414308,-50,0.5916338,-0.10011312,0.78470623,
948728607179,39,0.59229314,-0.099858254,0.78416586,
948738494874,109,0.593104,-0.099210076,0.7836151,
948748474122,-88,0.5940354,-0.09824868,0.7830486,
948758483888,-94,0.595164,-0.09700932,0.78239757,
948768524171,92,0.59623426,-0.09540322,0.78185064,
948778533937,45,0.5970083,-0.09346005,0.7815832,
948788574220,70,0.5975303,-0.09123005,0.7816053,
948798583986,-89,0.59773403,-0.088948146,0.7819078,
948808593751,27,0.59744847,-0.08687453,0.7825314,
948818634035,-46,0.59701717,-0.08523089,0.7831973,
948828674318,-107,0.59668976,-0.08385515,0.7837592,
948838684084,-81,0.59660995,-0.082532495,0.7841427,
948848693849,-45,0.5968321,-0.081199996,0.78433937,
