1394397567687681235,3,-0.06416321,-0.11329651,0.004058838,
1394397567707822836,3,-0.08052063,0.047531128,0.017562866,
1394397567727964438,3,-0.090148926,0.14170837,0.03515625,
1394397567748106040,3,-0.04096985,0.08430481,0.035217285,
1394397567768247641,3,0.026397705,-0.010955811,0.0098724365,
1394397567788389243,3,0.012298584,-0.020202637,0.009552002,
1394397567808530844,3,-0.008392334,0.023071289,0.021102905,
1394397567828672446,3,-0.013671875,0.083343506,0.026687622,
1394397567848814047,3,0.023513794,0.07374573,0.017074585,
1394397567868955649,3,0.06451416,0.023757935,0.0045318604,
1394397567889097251,3,0.032073975,0.008804321,0.015686035,
1394397567909238852,3,-0.039535522,0.013320923,0.031784058,
1394397567929380454,3,-0.07949829,0.00920105,0.016723633,
1394397567949522055,3,-0.05281067,0.009689331,-8.087158E-4,
1394397567969663657,3,-0.0077667236,-0.013793945,-0.018341064,
1394397567989805258,3,0.00289917,-0.026748657,-0.034179688,
1394397568009946860,3,-0.041137695,-0.031219482,-0.042785645,
1394397568030088461,3,-0.029876709,-0.052749634,-0.06439209,
1394397568050230063,3,0.0074768066,-0.02796936,-0.08129883,
1394397568070371665,3,0.043823242,0.037322998,-0.0766449,
1394397568090513266,3,0.0769043,0.060699463,-0.062683105,
1394397568110654868,3,0.0982666,0.040618896,-0.055908203,
1394397568130796469,3,0.06802368,0.009216309,-0.059906006,
1394397568150938071,3,0.038497925,0.018081665,-0.06666565,
1394397568171079672,3,-0.011245728,0.014816284,-0.058898926,
1394397568191221274,3,-0.026977539,0.022567749,-0.030441284,
1394397568211362876,3,-0.014755249,0.012054443,-0.021362305,
1394397568231504477,3,-0.05645752,-0.003250122,-0.036956787,
1394397568251646079,3,-0.118255615,-0.045578003,-0.056991577,
1394397568271787680,3,-0.12660217,-0.06536865,-0.07148743,
1394397568291929282,3,-0.090652466,-0.02168274,-0.05558777,
1394397568312070883,3,-0.042129517,-0.026351929,-0.047729492,
1394397568332212485,3,-0.041259766,-0.038711548,-0.0398407,
1394397568352354086,3,-0.07141113,-0.052978516,-0.023284912,
