1396205892021,255,0,0
1396205894316,255,18,0
1396205895327,255,18,0
1396205896319,255,18,0
1396205897336,255,18,0
1396205898316,255,18,0
1396205899318,255,18,0
1396205900315,255,18,0
1396205901329,255,18,0
1396205902341,255,18,0
1396205903340,255,18,0
1396205904357,255,18,0
1396205905312,255,18,0
1396205906325,255,18,0
1396205907318,255,18,0
1396205908315,255,18,0
1396205909336,255,18,0
1396205910316,255,18,0
1396205911335,255,18,0
1396205912330,255,18,0
1396205913332,255,18,0
1396205914319,255,18,0
1396205915373,255,18,0
1396205916338,255,18,0
1396205917342,255,18,0
