1394396293430592780,87,0.15662073,-0.63803464,0.18501937,0.7308554,3.1415927,
1394396293461842780,-82,0.15661074,-0.63799375,0.18586946,0.7306775,3.1415927,
1394396293493092780,-32,0.15571693,-0.6385814,0.18579009,0.7303753,3.1415927,
1394396293524342780,-67,0.15539405,-0.63943624,0.18558678,0.7297476,3.1415927,
1394396293539967780,-123,0.15575461,-0.63982403,0.18629862,0.72914916,3.1415927,
1394396293547780280,4,0.15597057,-0.6401109,0.18695235,0.7286837,3.1415927,
1394396293586842780,44,0.15602618,-0.6404391,0.18737775,0.7282741,3.1415927,
1394396293610280280,26,0.15581913,-0.64071864,0.18731011,0.7280899,3.1415927,
1394396293641530280,125,0.15561888,-0.64075804,0.1874373,0.7280653,3.1415927,
1394396293664967780,-10,0.1559815,-0.64059526,0.18795997,0.72799623,3.1415927,
1394396293696217780,14,0.15576166,-0.6408399,0.18883693,0.72760093,3.1415927,
1394396293727467780,-73,0.15658174,-0.64127517,0.18952057,0.7268633,3.1415927,
1394396293750905280,-71,0.15773682,-0.64228034,0.19018555,0.7255512,3.1415927,
1394396293782155280,120,0.15786435,-0.64278585,0.1903068,0.7250438,3.1415927,
1394396293805592780,-107,0.15827487,-0.64357543,0.1900797,0.7243131,3.1415927,
1394396293836836866,95,0.15895297,-0.6438326,0.18981749,0.7240047,3.1415927,
1394396293875899366,56,0.1582192,-0.64375323,0.18872611,0.72452116,3.1415927,
1394396293899336866,-108,0.15916362,-0.6431575,0.18993829,0.72452664,3.1415927,
1394396293938399366,-100,0.15998343,-0.64347124,0.19039533,0.7239473,3.1415927,
1394396293969649366,10,0.16021988,-0.6436753,0.19093104,0.7235724,3.1415927,
1394396293993086866,3,0.16006273,-0.6438183,0.19121817,0.7234041,3.1415927,
1394396294008711866,41,0.1603676,-0.64385694,0.191977,0.7231012,3.1415927,
1394396294039961866,-27,0.16093644,-0.64426124,0.19320032,0.7222884,3.1415927,
1394396294055586866,85,0.16153122,-0.6444597,0.194238,0.7217,3.1415927,
1394396294079024366,-41,0.16108376,-0.6443602,0.19417393,0.7219061,3.1415927,
1394396294110274366,-31,0.16090469,-0.64408255,0.19410644,0.7222119,3.1415927,
1394396294133711866,41,0.16060412,-0.64421445,0.19333254,0.7223688,3.1415927,
1394396294164961866,70,0.16017167,-0.6443176,0.19328369,0.72238576,3.1415927,
1394396294204024366,30,0.16024482,-0.6445478,0.19366151,0.72206295,3.1415927,
1394396294227461866,109,0.1602123,-0.64432174,0.19385421,0.72222024,3.1415927,
1394396294258711866,-107,0.16018519,-0.6438777,0.19397847,0.72258884,3.1415927,
