1394396293430592780,64,-11.753845,-62.490845,331.61926,56.622314,-131.59637,376.58844,
1394396293461842780,64,-11.062622,-62.147522,329.26483,56.622314,-131.59637,376.58844,
1394396293469655280,64,-12.272644,-60.946655,330.7785,56.622314,-131.59637,376.58844,
1394396293493092780,64,-12.272644,-60.946655,330.7785,56.622314,-131.59637,376.58844,
1394396293524342780,64,-12.617493,-60.603333,332.12433,56.622314,-131.59637,376.58844,
1394396293539967780,64,-12.10022,-63.520813,330.94635,56.622314,-131.59637,376.58844,
1394396293547780280,64,-12.10022,-63.520813,330.94635,56.622314,-131.59637,376.58844,
1394396293586842780,64,-11.062622,-63.520813,331.61926,56.622314,-131.59637,376.58844,
1394396293610280280,64,-13.310242,-62.319946,331.45142,56.622314,-131.59637,376.58844,
1394396293641530280,64,-12.445068,-62.490845,330.94635,56.622314,-131.59637,376.58844,
1394396293657155280,64,-11.581421,-61.976624,329.7699,56.622314,-131.59637,376.58844,
1394396293664967780,64,-11.581421,-61.976624,329.7699,56.622314,-131.59637,376.58844,
1394396293696217780,64,-11.235046,-63.00659,331.11572,56.622314,-131.59637,376.58844,
1394396293711842780,64,-12.617493,-63.00659,330.4428,56.622314,-131.59637,376.58844,
1394396293727467780,64,-12.617493,-63.00659,330.4428,56.622314,-131.59637,376.58844,
1394396293750905280,64,-12.445068,-63.520813,331.28357,56.622314,-131.59637,376.58844,
1394396293782155280,64,-10.890198,-62.66327,331.7871,56.622314,-131.59637,376.58844,
1394396293797780280,64,-10.890198,-62.66327,331.7871,56.622314,-131.59637,376.58844,
1394396293805592780,64,-13.827515,-63.17749,331.61926,56.622314,-131.59637,376.58844,
1394396293836836866,64,-11.062622,-62.147522,330.61066,56.622314,-131.59637,376.58844,
1394396293844649366,64,-11.062622,-62.147522,330.61066,56.622314,-131.59637,376.58844,
1394396293875899366,64,-12.617493,-61.976624,332.46002,56.622314,-131.59637,376.58844,
1394396293891524366,64,-11.92627,-62.319946,328.7613,56.622314,-131.59637,376.58844,
1394396293899336866,64,-11.92627,-62.319946,328.7613,56.622314,-131.59637,376.58844,
1394396293938399366,64,-10.716248,-63.17749,330.27496,56.622314,-131.59637,376.58844,
1394396293946211866,64,-11.062622,-62.147522,330.27496,56.622314,-131.59637,376.58844,
1394396293969649366,64,-11.062622,-62.147522,330.27496,56.622314,-131.59637,376.58844,
1394396293993086866,64,-11.407471,-63.17749,331.28357,56.622314,-131.59637,376.58844,
1394396294008711866,64,-10.543823,-63.349915,330.1056,56.622314,-131.59637,376.58844,
1394396294039961866,64,-10.543823,-63.349915,330.1056,56.622314,-131.59637,376.58844,
1394396294055586866,64,-11.753845,-63.520813,329.60205,56.622314,-131.59637,376.58844,
1394396294079024366,64,-11.92627,-61.976624,330.4428,56.622314,-131.59637,376.58844,
1394396294086836866,64,-11.92627,-61.976624,330.4428,56.622314,-131.59637,376.58844,
1394396294110274366,64,-12.272644,-63.00659,329.7699,56.622314,-131.59637,376.58844,
1394396294133711866,64,-12.617493,-62.66327,331.7871,56.622314,-131.59637,376.58844,
1394396294149336866,64,-12.617493,-62.66327,331.7871,56.622314,-131.59637,376.58844,
1394396294164961866,64,-12.445068,-63.520813,330.61066,56.622314,-131.59637,376.58844,
1394396294204024366,64,-11.581421,-63.349915,331.11572,56.622314,-131.59637,376.58844,
1394396294227461866,64,-13.1362915,-64.20746,330.61066,56.622314,-131.59637,376.58844,
1394396294258711866,64,-12.617493,-63.00659,329.43268,56.622314,-131.59637,376.58844,
1394396294274336866,64,-12.617493,-63.00659,329.43268,56.622314,-131.59637,376.58844,
1394396294289961866,64,-11.753845,-62.834167,330.61066,56.622314,-131.59637,376.58844,
1394396294313399366,64,-11.407471,-62.147522,328.92914,56.622314,-131.59637,376.58844,
1394396294329024366,64,-11.407471,-62.147522,328.92914,56.622314,-131.59637,376.58844,
1394396294344649366,64,-13.482666,-62.147522,330.27496,56.622314,-131.59637,376.58844,
1394396294375899366,64,-11.407471,-63.17749,330.27496,56.622314,-131.59637,376.58844,
1394396294399336866,64,-11.407471,-63.17749,330.27496,56.622314,-131.59637,376.58844,
1394396294407149366,64,-12.617493,-61.976624,330.7785,56.622314,-131.59637,376.58844,
1394396294430586866,64,-12.272644,-63.693237,330.1056,56.622314,-131.59637,376.58844,
1394396294438399366,64,-12.272644,-63.693237,330.1056,56.622314,-131.59637,376.58844,
1394396294461836866,64,-13.310242,-63.00659,330.7785,56.622314,-131.59637,376.58844,
1394396294493086866,64,-11.753845,-62.834167,329.60205,56.622314,-131.59637,376.58844,
