1396207081253724388,-52,0.46440968,0.39197588,0.547297,0.5754516,
1396207081273621849,65,0.46286947,0.392731,0.54822874,0.57529074,
1396207081293763451,35,0.46178403,0.39321408,0.5488954,0.5751974,
1396207081313966087,-14,0.4613294,0.39361575,0.54923254,0.5749656,
1396207081334016136,-60,0.46131214,0.3939831,0.5494017,0.5745661,
1396207081354523949,55,0.46115518,0.394402,0.5497201,0.57409996,
1396207081374329857,31,0.46061268,0.39469704,0.55039436,0.57368654,
1396207081394501976,-68,0.4600144,0.39487818,0.5510885,0.57337546,
1396207081414582543,-93,0.4597171,0.39492717,0.5514458,0.57323664,
1396207081434724144,127,0.45970657,0.39504784,0.55144966,0.5731582,
1396207081455354027,-79,0.45985892,0.39549637,0.55114067,0.57302386,
1396207081475037865,-113,0.45998722,0.39581513,0.55074334,0.57308286,
1396207081495179466,12,0.45997804,0.39577407,0.5504232,0.573426,
1396207081515412621,99,0.4598644,0.3958265,0.55015695,0.57373637,
1396207081535432152,-83,0.45983335,0.3960187,0.5498649,0.5739086,
1396207081555878929,35,0.45997858,0.39613566,0.5495721,0.57399195,
1396207081575745873,26,0.46008152,0.3963995,0.5494078,0.5738846,
1396207081595887474,-49,0.45999753,0.39670956,0.54949796,0.57365125,
1396207081616090111,47,0.45981848,0.39681673,0.54983515,0.5733976,
1396207081636140160,-8,0.4596522,0.3968789,0.5502507,0.5730891,
1396207081656556419,99,0.45968232,0.39690414,0.5505819,0.5727293,
1396207081676453880,46,0.4599106,0.39673576,0.5508173,0.5724362,
1396207081696595482,-43,0.4601317,0.39640328,0.5510361,0.5722783,
1396207081716798119,-1,0.46025443,0.39611444,0.5512337,0.5721893,
1396207081736848168,53,0.46028507,0.3959441,0.5514064,0.5721162,
1396207081757233910,117,0.46020257,0.39587295,0.55153817,0.57210475,
1396207081777192406,60,0.45988944,0.39588007,0.5517186,0.57217765,
1396207081797364525,75,0.45937845,0.39599395,0.55199826,0.5722396,
1396207081817445091,103,0.45895138,0.396132,0.55223686,0.5722565,
1396207081837586693,52,0.45859718,0.39601013,0.5524477,0.5724213,
1396207081858002953,-122,0.4582057,0.39563346,0.55272096,0.5727314,
1396207081877869896,-15,0.4577231,0.3952678,0.55309105,0.5730124,
1396207081898011498,-115,0.4571363,0.39495173,0.5536341,0.5731743,
1396207081918244652,27,0.45656356,0.39467022,0.55431414,0.5731675,
1396207081938325218,41,0.45622918,0.39448568,0.55505073,0.5728479,
1396207081958405785,-54,0.45632163,0.39461187,0.555536,0.57221663,
1396207081978577904,0,0.45644036,0.39445662,0.55596936,0.57180786,
1396207081998750023,112,0.45640087,0.39410415,0.5563075,0.5717535,
1396207082018952660,41,0.45616123,0.3940842,0.5565696,0.5717035,
1396207082039002709,-47,0.45600006,0.39457992,0.5567318,0.57133204,
1396207082059174828,58,0.4563503,0.3951879,0.55669576,0.5706669,
1396207082079316429,54,0.45670104,0.39507595,0.5568475,0.5703157,
1396207082119630150,87,0.45718578,0.3947293,0.5579258,0.56911224,
1396207082139710716,-5,0.45698273,0.3946192,0.5592625,0.56803864,
1396207082159852318,-68,0.4565503,0.39439884,0.56099534,0.56682944,
1396207082179993919,99,0.45610294,0.3941574,0.5627635,0.56560344,
1396207082200135521,27,0.45559487,0.3945264,0.56420577,0.5643174,
1396207082220246605,60,0.4551159,0.3956625,0.56495297,0.5631597,
1396207082240418724,93,0.45517033,0.3967527,0.5648114,0.5624903,
1396207082260499291,-123,0.45568255,0.3970739,0.56406343,0.5625995,
1396207082280701927,105,0.45595926,0.39643067,0.5633949,0.5634981,
1396207082301081768,-92,0.4556225,0.3951456,0.56322193,0.56484437,
1396207082321284405,69,0.45474783,0.3939908,0.5633799,0.56619674,
1396207082341364972,-85,0.45370921,0.39373845,0.5634974,0.5670878,
1396207082361476056,77,0.4529682,0.39426807,0.56329876,0.5675095,
1396207082381648175,15,0.45279527,0.3950825,0.56257826,0.5677957,
1396207082401789776,-97,0.45305443,0.39584628,0.56149954,0.5681247,
1396207082421992413,-63,0.45329282,0.39608893,0.56059265,0.5686608,
1396207082442072979,66,0.4530689,0.39563647,0.5602953,0.5694467,
1396207082462153546,35,0.45181826,0.3946747,0.5609451,0.5704672,
1396207082583033673,-98,0.43791068,0.38840303,0.57580644,0.5708102,
1396207082603144757,-106,0.4378527,0.38722074,0.57718986,0.5702604,
1396207082623377911,119,0.4375937,0.3852042,0.5783743,0.57062477,
1396207082643458477,95,0.4371501,0.3831266,0.579277,0.5714473,
1396207082663569561,-54,0.43669313,0.3817332,0.57973665,0.5722624,
1396207082683741681,25,0.43619815,0.3809819,0.5798905,0.5729843,
1396207082703883282,-79,0.4352856,0.38126123,0.58018756,0.5731917,
