1394397591024617056,27,0.28932756,-0.06885114,-0.29658058,0.9075181,3.1415927,
1394397591044483999,-43,0.29161838,-0.07034512,-0.29530334,0.9070867,3.1415927,
1394397591064350943,-68,0.29583088,-0.07308782,-0.29297253,0.9062612,3.1415927,
1394397591084248404,-28,0.29817232,-0.07514791,-0.29133987,0.9058516,3.1415927,
1394397591104115347,-112,0.2972077,-0.07815124,-0.28950432,0.9065027,3.1415927,
1394397591124012808,-37,0.29583457,-0.08121294,-0.2876582,0.90727013,3.1415927,
1394397591148854117,82,0.29297522,-0.08120061,-0.28801376,0.90808594,3.1415927,
1394397591173695425,-26,0.29083532,-0.08423435,-0.28624552,0.90905607,3.1415927,
1394397591193562368,6,0.29030046,-0.09200478,-0.2810459,0.9100956,3.1415927,
1394397591223347525,-41,0.28300756,-0.10425038,-0.27326918,0.91343445,3.1415927,
1394397591243275503,-81,0.27959493,-0.10809586,-0.27084473,0.9147596,3.1415927,
1394397591263142447,-58,0.2756965,-0.11177852,-0.26853523,0.91618,3.1415927,
1394397591283009390,78,0.27283508,-0.11833409,-0.26394525,0.91754615,3.1415927,
1394397591302906851,104,0.27018276,-0.12962973,-0.2556029,0.91916513,3.1415927,
1394397591327764747,25,0.26534933,-0.14097732,-0.24706294,0.9212356,3.1415927,
1394397591352606055,2,0.25968796,-0.1513443,-0.2390158,0.9233247,3.1415927,
1394397591372472998,81,0.25400364,-0.16057055,-0.23159482,0.92523676,3.1415927,
1394397591392370459,60,0.24409251,-0.16624151,-0.22710188,0.9280126,3.1415927,
1394397591422186133,105,0.21973419,-0.17592265,-0.21919774,0.9341951,3.1415927,
1394397591447027442,21,0.2123346,-0.18182646,-0.21388353,0.9360059,3.1415927,
1394397591471899268,-66,0.20579803,-0.19043796,-0.20576352,0.93757236,3.1415927,
1394397591496740577,-113,0.20071235,-0.20076472,-0.19558313,0.9386987,3.1415927,
1394397591517370459,29,0.18508098,-0.21731909,-0.17818868,0.94168264,3.1415927,
1394397591541448829,-92,0.17719802,-0.22399248,-0.17071867,0.9430182,3.1415927,
1394397591561346289,-58,0.16694343,-0.23100787,-0.16246893,0.9446529,3.1415927,
